ID,Name,Average User Rating,User Rating Count,Developer,Size
404768115,Shopping Mogul,2.5,29,"Oratu, s.r.o.",57758720
404976414,Galactic Conquest LITE!,4,610,Octane Technologies,23207936
405094331,Accessible Minesweeper,4.5,21,David Skelly,13279232
405430582,10-in-1 Board Games BA.net,2.5,109,Tyflos Accessible Software,7204864
405705981,RobotNGun,3.5,74,Jaime Garcia Ghirelli,45953024
406328480,My Kingdom for the Princess II HD,4,17,Jaime Garcia Ghirelli,45953024
406369517,Two Worlds II Castle Defense Lite,3,32290,Crazy Carpenter,44702166
406456426,PANDANET(Go),4.5,14,Nevosoft LLC,171450368
406479628,Two Worlds II Castle Defense Lite HD,3,58,TopWare Interactive AG,84501159
406492638,Yin and Yang,4,424,PANDANET Inc.,5956608
406516620,Galaxy Trek for iPad,1,15,TopWare Interactive AG,101755824
406748411,NBTD Solitaire,1,15,Uwe Meier,24873984
406839347,East Front 2 HD,3.5,49,George Dimidik,20115456
406947559,A1 Game Clock,3.5,701,NBTD Productions,102590464
407003328,I.Q. - Test,4,37,"Porcellus, Inc.",24981103
407010291,Musket & Artillery: American Revolutionary War Lite for iPad,4,10,Martti Juotasniemi,8323072
407124620,Euchre HD,1.5,10,Pedro Navarro,54369280
407137912,Tanks and Turrets HD,4.5,689,EASY Inc.,47373632
407440776,US Warfare: Invasion,4.5,14777,Gordon Roberts,14290626
407653571,Hanto: Free Amazing Hex Board Game,4,124,3909,29290496
407678003,Hack RUN,4,265,Infinidy Corp,20304441
408057561,Five Field Kono,4,1017,Raul Ignacio Verano,40961352
408198768,Guess Number Free,4,17,"i273, LLC",50769920
408259891,Bubble Shooter Game Classic,4,179,Random5 LLC,28079104
285755462,Sudoku (Free),3.5,89,Mighty Mighty Good Games,21552128
408302797,Empire Online,5,12774,ESP,1746288
408347359,AngerOfStick2,2.5,125,JRSoftWorx,51535872
408470758,Try Try Again,4,50,chung kin ko,169856000
408624898,DOFUS : Battles Lite,4,552,junghyun park,11283887
408625309,DOFUS : Battles HD,3.5,201,Danny Aijala,3198976
408625686,DOFUS : Battles HD Lite,4,103,Ankama,14527116
408829853,ROMANCE OF THE THREE KINGDOMS2,3.5,136,Ankama,66781393
408841149,Fun Bridge,4,496,Ankama,21481158
408854559,Hot Springs Story,3.5,576,"KOEI TECMO GAMES CO., LTD.",423871488
409292873,TowrCraft,4.5,790,GOTO Games,220413952
409567943,European War 2,3,3909,"Kairosoft Co.,Ltd",183409664
409784210,AngerOfStick2: Free,4,25,Triniti Interactive Limited,31388320
409833853,Doodle Jewels,2.5,157,EASY Inc.,30947328
409909263,Catcha Mouse HD,2.5,330,junghyun park,8201413
409984283,My Kingdom for the Princess II HD Lite,4.5,1174,"Software River Solutions, Inc",23708672
410064207,Liquid Defense Lite,2.5,38,"Meme, Inc",66686012
410067664,Hydrothermal Lite,3.5,16,Nevosoft LLC,82959360
410091935,Doodle Jewels Lite,3.5,275,Nuclear Nova Software,19180544
410204657,Pai Gow Tutor,4.5,3548,Nuclear Nova Software,8567808
410290778,World to Conquer,3,185,"Software River Solutions, Inc",29645824
410784366,Castle Wars,4.5,18,LardB Labs,2703360
411221095,Vikings and Bankers,4.5,14789,Easy 8 Software,33408000
411270782,Esfera Chess,4,161,Triniti Interactive Limited,31687274
412061659,East Front 2,4,617,Squz,2052096
412089940,Bubble Ball,4,5,"Software River Solutions, Inc",15311872
412097279,Notakto,4.5,3210,"Porcellus, Inc.",14916751
412157089,Splat It! - Free,5,6,Nay Games LLC,13466624
412502748,Easy Chess,4.5,6160,Hitesh Patel,18592360
412539922,RPS World Masters - Online Rock Paper Scissors,4,686,"Software River Solutions, Inc",9819136
412654105,Bad Air Day LITE,5,20923,willie shi,409570
412719734,Dash Race,3.5,698,willie shi,409570
412782761,Padd Trek,3.5,68,Fictorial LLC,3750576
412792847,Sudoku 81 Squares FREE   81  10000 sudoku puzzles,4,538,GameHouse,16633132
412839962,Fruit Remover,3.5,3154,Hans-Juergen Richstein,50941952
412866572,Bees & Flowers,4.5,834,Accidental Fish Ltd.,41119463
413107891,SOS Puzzle Free!,4,23,elogicpuzzles.com,3123405
413249836,European War 2 for iPad,4,607,Paul Kratt,58437632
413427295,Bubble Pops! - Free Bubble Busting Strategy Game,4.5,9,Dilemma Apps,1179286
413443169,Full Deck Solitaire,3.5,333,SpinPin,10027008
413611238,POP ROCKS WORLD - MUSIC RPG GAME,4.5,19322,EASY Inc.,60491776
413642222,KAPICU,4.5,2931,John Rouda,84131840
413779660,NBTD Solitaire Lite,4.5,698,GRL Games,139816960
413936788,MarbleMatch,4.5,709,Swag Soft LLP,49848517
414305870,Jewel Lines HD,3.5,23,Francisco Nunez,73899008
414395517,Inside Trader Lite 3,4.5,1361,NBTD Productions,109746176
414396969,Jewel Lines HD Lite,2.5,9,Mario Couture,7913472
414498557,NBTD FreeCell,3.5,244,"Software River Solutions, Inc",3580928
414658364,Anthill,4,8,"Forge Apps, LLC",5333905
414723566,Smoothie Moves ,3,48,"Software River Solutions, Inc",6435840
414786592,Puzzle Marble Free,3,25,NBTD Productions,86999040
316491616,TowerMadness,4,89,Limbic Software,56048640
414788461,Puzzle Marble HD Free,2.5,6,Image & Form International AB,62007296
414870851,Find the differences Puzzle - Spot the Difference games,4.5,2169,GANZ,5010544
415231898,Are You Quick Enough? Training - The Ultimate Reaction Test,4,1932,"Blueonionsoft, Corp.",27556652
415236673,Enemy Alert!,3.5,7,"Blueonionsoft, Corp.",24527694
415596610,Peg Board,3.5,605,MagicPocket,29192192
415915620,Doodle Jewels HD,4,51485,"Lumate, LLC",22822912
415918754,Doodle Jewels HD Lite,3.5,568,Triniti Interactive Limited,16331458
416254013,Decked Builder HD,4,15,Tribeflame,52613120
416757122,War 2 Victory,4.5,681,"Software River Solutions, Inc",39838720
416766984,DOGFIGHT!,3.5,49,"Software River Solutions, Inc",47139840
417725235,Forklift Guy,4,5755,TJ Soft,40597504
417726752,ChessBase Online,3.5,102,WiSTONE Entertainment,131172352
418186982,Mixture,4.5,357,WestRiver,10652411
418510736,GemCraft,3,163,ChessBase GmbH,73814016
418743655,Sudoku *,3.5,61,Sunmore Systems Ltd,89993216
415231898,Are You Quick Enough? Training - The Ultimate Reaction Test,4,900,"Blueonionsoft, Corp.",27556652
418784843,METAWAR,4.5,331,Pop-ok.com,2516220
418816633,Eugene Chess HD,4,8,NTT Resonant Inc.,19544803
418974698,Companions,4.5,5468,PI Entertainment Limited,3944447
419242369,Flip ,4.5,4275,metaConsciousGames,8273920
419342105,Crazy Harbor,4,40,Adrian3,4449280
419424268,Sea Jurassic Craft,4,71,smuttlewerk interactive,82830336
419568487,Farm Frenzy 3 Free,4,79,Jeff Harden,26068992
419584432,Dyson Telescope Game,3,189,Appgeneration Software,17248256
419812538,Online Sniper League,4,97,Free Pixel Games Ltd,115684352
419878771,European War 2 Lite,4,6,"Alawar Entertainment, Inc",96057079
420143542,European War 2 Lite for iPad,4,6,Dyson Inc.,289805
420263615,Drug Wars!,4.5,5211,James Dailey,24502272
420352842,DOFUS : Battles,4,21,EASY Inc.,24142820
297643414,Chinese Chess (Xiangqi),3,90,Easy 8 Software,12423168
420880715,Shogi Demon XL,4.5,147,EASY Inc.,53060699
421205743,Conquist 2,4.5,71,Deep Thoughts Software,17531234
421399481,RollRover Free,4,1975,Ankama,38953615
421785586,Defender of Diosa,4.5,67,NUTRACTOR,14589952
421864154,Lords & Knights - Medieval MMO,4.5,52,Schmeuk Studios,47837184
421978997,NBTD FreeCell Lite,4,162,EightyEight Games LTD,17690170
423000476,Top Chess,4.5,2295,Sigma Game Limited,19214839
423198259,Chess Tiger Pro,2.5,26,XYRALITY GmbH,503759872
423533300,Fast Traffic,3,173,NBTD Productions,95590400
423637440,Radzone : The Nuclear War Game,4,44,Buzly Labs Ltd.,1375202
423759279,Doodle Train - Railroad Puzzler,4.5,58,Christophe Thron,43340800
423783267,Backgammon Gold,4,309,Eggbite,139298816
423911691,Rift Soul Calculator,4,181,S.MARSAULT,55430144
424376330,Balance IT,3.5,500,Spooky House Studios UG (haftungsbeschraenkt),19522012
424424767,Jungle Games Free,4.5,56,mobivention GmbH,89321472
391545915,"Hammurabi, The Game",3.5,10,Portal Games,594029568
425160860,Mother Of All Battles,3.5,25,Koordinauten GmbH,14287257
425353652,Sunshine Acres Lite,3,32,Uwe Meier,30434304
425353674,Sunshine Acres HD Lite,4,2164,Tiny Mobile Inc.,15328256
425440680,Bees,4,52,"Sean O'Connor",45227008
392789372,Stratosfall,4,90,Cedric Hammiche,1506304
425645888,Lines Classi,4.5,8545,"Alawar Entertainment, Inc",31928390
426392350,Great Little War Game HD,4,2917,Sticky Wicket,32487676
426415634,Bloons TD 4 HD,4,1312,Eremenko Aleksey,19858432
426444406,Minesweeper!,3.5,34,Triniti Interactive Limited,14889932
426603626,World Conqueror 1945,3.5,99,Rubicon,38559147
426892039,Bobby Fischer Complete Collection,4,263,Ninja Kiwi,164235264
427150724,World Conqueror 1945 for iPad,4.5,11814,"Solitaire, Mahjong and Sudoku Company",51631104
427192720,Classic Lines,3.5,1017,EASY Inc.,34198528
427419772,Forbidden Island,4,92,EASY Inc.,34198528
427792386,Pocket Bugs & Photo Destroyer: Destroy insects and relief stress!,4.5,463,EASY Inc.,61742080
427965905,11Go,4.5,86,Eremenko Aleksey,27610112
428050762,Plush Wars Lite,3.5,11899,Button Mash Games Inc.,141209600
319009472,TapSquares,3,90,Bubble Pop Software,2137088
428149193,Go Books,3.5,14,Stark Apps GmbH,51228672
428552942,Plush Wars HD Lite,4,144,Stephan Abramowski,55363584
429102963,Brain Teaser Extreme,4,449,"Smart Go, Inc.",20283392
429597970,Hack RUN Lite,4.5,24266,QUByte Games Desenvolvimento de Jogos LTDA,95960305
429886090,Forklift Guy Lite,3.5,644,Games Cafe Inc.,509799424
430139573,War 2 Victory HD,4,45,Uwe Meier,26561536
430252596,Draft Trainer,3.5,528,"i273, LLC",12764160
430656610,Somalia Game,4,45,"AFEEL, Inc.",94828544
430907397,Crime City,3,20,Navigation-Info Kft.,10205035
430920838,Tikal,3.5,16,WiSTONE Entertainment,135835648
431074398,Trenches: Generals,2.5,29,"GG Wizards, LLC",28120064
431992865,Master Solitaire,4,62,Aleksejs Voloviks,14193664
432022189,#Lost in Space,3,20,Deca Games EOOD,131874816
432080204,Pocket Academy,3.5,644,Codito Development Inc.,113505280
432094282,Stacking Island,4.5,3648,"Catapult Consulting, LLC",51644805
432280308,Fishing Life,3.5,128,TwoNineEight Software,2211840
432504470,Ticket to Ride,4.5,257,"Five Lakes Studio, LLC",36798319
432631433,TapDefenseHD,4,871,"Kairosoft Co.,Ltd",245374976
432778305,Hack RUN 2 - Hack ZERO,4,499,M2H,15809718
432783861,Assault Commander Ultimate,3.5,826,ELEX Wireless,48439106
432827559,Chess Puzzles Pro,4,392,Asmodee Digital,668668928
432861835,9Heroes Defence : Zombie Invasion,4,11920,TapJoy,16554609
432873925,Tactical Warrior Lite,4,3179,"i273, LLC",12897280
432878907,Control Craft,4.5,8,VTDev Informatics LLC,61392896
432888433,Koi Kei Bakery Lite,4,3486,Adrian3,4679680
432969074,Outwitters,2.5,39,9 FACTORY,75412602
433045102,DinerTown Pets,5,12830,James Pawliuk,17133371
433341409,Decked Drafter,4,19,Elite Games Ltd,43126784
433843875,TowrCraft HD,2.5,338,WIZ Technology,14801992
434159374,Bees HD,3,6,One Man Left,461504512
434377009,Lines Master Game,5,7,Glu Games Inc,55476937
434815663,400 Arba3meyeh Multiplayer,4,12718,TJ Soft,29739008
435039432,Avatar Fight,4.5,680,Triniti Interactive Limited,31544770
435285971,Dragon Lords,4.5,49,Sticky Wicket,82677264
435347306,Dudu Link,3,27,"Art Studio Dereza, s.r.o.",69645312
435371884,World Conqueror 1945 Lite,4.5,6685,Isaac Daoud,45342720
435373843,World Conqueror 1945 Lite for iPad,4.5,988,VirtueSoft.com,67420160
435798758,Tutorial for ROBLOX,4.5,6,Mighty Dragon Studios,20635648
435937858,Chess Club - Open,4.5,2538,Guihang Xu,24913920
436134281,Battle On The Sea for iPad,4.5,486,EASY Inc.,26745135
436134867,Jelly Defense,4.5,486,EASY Inc.,56763252
436636773,Explosive ,4,303,Double Trouble Studio,5594112
436684234,Musket Smoke,2.5,207,Sparkle Idea,10983424
436691368,Klaverjassen,4,24,PIK Sp. z o.o.,27770880
436693646,Frozen Equilibrium,4.5,477,PIK Sp. z o.o.,27770880
437077202,Antroad Defense for iPhone (Retina support),4.5,6631,Infinite Dreams Inc.,297523200
437080806,Grand Defense,4,1081,CHIA HO KUO,20881408
437602797,Robotek,5,3395,Snowpunch,207930368
437978188,Hack RUN 2 - Hack ZERO HD,4,804,Suricatum,19635080
438053238,Crimson: Steam Pirates,4,463,Aliaksandr Miadzvedzeu,54432768
438081990,PicoPicoFighters,4.5,197,Aliaksandr Miadzvedzeu,54656000
438178197,Pioneer Lands lite: western settlers strategy,4,188,David Peroutka,14261248
438375580,Starbase Orion,4.5,6213,Games Cafe Inc.,647016448
438422672,Battle-Boats Extreme,4.5,15,"i273, LLC",13284352
438437326,Puerto Rico HD,4.5,334,Bungie Aerospace Corporation,180524503
438669536,Island Tribe HD Free,4.5,1531,yamagame,2350080
438904674,QQ Restaurant,3.5,80,Nevosoft LLC,16177987
438932271,Siga,3.5,24,"Chimera Software, LLC",261958656
439128449,Tanks and Turrets Off-Road HD,3,330,Dilemma Apps,5351974
439248947,Catanerator - Map Generator,4.5,50,Ravensburger Digital GmbH,103260160
439895364,Match Flowers,4,41,Qumaron,123760640
440317442,Parcheesi Online Prime,4,38,Gordon Roberts,15297039
440480260,Bubble Shootix,3.5,14,Elevated Pixels Software,8681472
440484760,Street Parking - 3D car parking and driving simulation,5,90214,Guihang Xu,30023680
440513050,TITUS - Politics is not a game,4,582,GameHouse,185074525
441044224,Guide for The Heist - How to Crack the Vault,4.5,4523,GameHouse,68972283
441081314,"Stupid Test - Brainteasers, Trivia, and Logic",4.5,15757,Spooky House Studios UG (haftungsbeschraenkt),93295616
441081494,Idiot Test - Brain Teasers and Mind Games,4.5,103,Ashish Parakh,254947328
441192740,Steambirds: Survival,3.5,134,Frogames,94300160
441878713,Modern Ludo,4.5,625,Cameron Roth,50920448
442103631,Defense of Fortune: The Savior,4,44408,Triniti Interactive Limited,66534645
442239737,Chess - SocialChess,4,69,"Digital Bananas, LLC",21555200
442863029,Car Battles Lite,4,3027,"Digital Bananas, LLC",22466560
442916628,Samurai Wars,4,10,"Spry Fox, LLC",14042530
443133595,Pioneer Lands HD lite: western settlers strategy,3,8,Waterpower Technology,23592960
443781760,Bubble Ball Pro,4.5,824,Dotomchi Games Inc.,84831232
443812781,Sudoku XL Free,3.5,13,Woodchop Software LLC,85752832
444074459,Fishing Life HD,4,1585,Challenge Solutions LLC,11571637
444300378,Valor HD,4,499,Niklas Ungman,34427904
444691851,Slime vs. Mushroom,4,10,Nevosoft LLC,23293770
444744743,Assault Commander Ultimate Lite,2.5,16,Nay Games LLC,13491200
445142699,Crazy School Free,4,1715,Stephan Abramowski,102106112
445291629,Chess Tiger Lite,4,797,ELEX Wireless,37352528
445839722,Fantasy Hub - Football Manager,2.5,13,Quark Games LLC,150731776
445853367,Rail Maze : Train Puzzler,4,34,WestRiver,18959974
445920294,SimpleKeyPad - Fsx,4.5,249,VTDev Informatics LLC,55197696
446004874,3KingdomsDG,4.5,111,Philippe Alaux,3058311
446077182,Emross War ,5,5,Christophe Thron,43277312
446317261,Jungle War (Dark Chess),4,5,Football Accumulators,232634368
446746358,Rollercoaster Builder Travel,5,847,Spooky House Studios UG (haftungsbeschraenkt),50911232
446935706,Pitch 10 Point,4,1639,MauroTN,12773376
447141523,Conquist 2 Lite,4.5,5315,iFree Studio Limited,18780160
447763775,Virtual City Playground,4,156,MegaLab,20110688
447763975,Virtual City Playground HD,3.5,15,Dimension Technics,84703232
447946076,Spark Tooth Out,4.5,152,Jeff Harden,78302208
448162560,Thumb War!,4,28,Triniti Interactive Limited,58807619
448289865,Thunder Fleets,4.5,280,Schmeuk Studios,34549760
448578286,Nuclear War,4.5,23527,G5 Entertainment AB,404242432
448833884,RobotNGun Free,3,13,G5 Entertainment AB,404043776
449354665,Minecraft Explorer Pro,4,115,Game Fish,28184576
449381096,Math Flash Cards ,4.5,572,Duncan Cuthbertson,11488256
449753862,Baby Jones Lite,4,488,Orator Games,25468928
397635670,Simply Gomoku Online,2.5,90,TJ Soft,37890048
450031111,Cataline HD mini,4,372,"GameZen, Inc.",31866880
450771879,Island Tribe!,4.5,8670,Crazy Carpenter,45700803
451125996,RobotNGunHDFree,4,287,57Digital Ltd,93346816
451126213,Ghost Stories The Boardgame,4,145,"King's Apps",10100144
451282075,Baby Jones HD Lite,4,179,QUByte Games Desenvolvimento de Jogos LTDA,42118547
451390680,One Path - Draw Connect Dots,4.5,251,afzainizam zahari,41844736
451687782,Avalon Wars,4,47,Qumaron,128895042
452167352,DEO,2,21,Repos Production,58277304
452181613,Hero TacTics2,3.5,31,QUByte Games Desenvolvimento de Jogos LTDA,34730485
452535701,MegaCity HD,5,6,iFree Studio Limited,18481152
452600957,Empires : World Conquest,4,99,Lakoo,126515200
452679821,ATC Mania,4.5,910,"eVeek, LLC",68579155
452873323,Ice Cream Shop Game HD Lite,4.5,4168,manastone inc.,23393263
452945524,Finger Shot RPG,3.5,7,Games Cafe Inc.,509783040
453019676,LandGrabbers: real time medieval conquest strategy,4.5,1196,Fabrice Noui,17614848
453127025,Hotel Dash: Lost Luxuries,4.5,8741,Sprakelsoft GmbH,63976448
453216093,Jisgaw +10k,3.5,31,Pop-ok.com,3811952
453345888,Wedding Dash 4-Ever,4,13,Magic Cube,61284352
453444900,Laser Logic 3D,4.5,1509,Triniti Interactive Limited,51951307
453447822,Tiny Defense,1.5,7,Nevosoft LLC,157044736
453448185,Aliens vs Humans,3.5,76,Glu Games Inc,49426432
453539771,Ant Crusher Game HD Lite,4,428,Luis Lopez,116333568
454496990,LaserCube,4.5,228,Glu Games Inc,41218048
454617779,Marble Bump,4.5,1759,Benjamin Ohloff,13319153
454637418,Hokm Free,4.5,2458,Picsoft Studio,167428096
454679700,Mega Mall Story,3,162,Birmingham City University,11160691
454696687,Snake Color Hunter,2.5,20,Pop-ok.com,16916480
454696716,Thunder Fleets Lite,3.5,11,Ekilibrium,30657709
454862619,Best Brokers Stock Market Game,4.5,126,The Code Zone,24408064
454924022,Mystical Gem,4.5,47,Eiman Zolfaghari,14696143
454932115,Fantasy Names for Cool Game Characters,3.5,20,"Kairosoft Co.,Ltd",237556736
455219788,Majesty: Fantasy Kingdom Sim,3.5,89,Clover Games USA,69619712
455534710,CiNQuiLLo TxL,4,37,Orator Games,25423872
455602152,Chess Time - Multiplayer Chess,4.5,241,cdef GmbH,21781504
455671001,Majesty: The Fantasy Kingdom Sim - Free,3.5,69,Crazy Carpenter,90418407
456181455,Ice Cube Caveman Free,4.5,532,Rogue Sword: Strategy & Adventure Games,5276672
456214004,Top Model,4,72,HeroCraft Ltd.,122275840
456259805,Paradise Beach: resorts tycoon sim strategy,4.5,13449,ChelfasT,20761600
456308088,Pumpkin Pops! - Free popping strategy game for pumpkin lovers,4,865,Haptic Apps LLC,54642688
456532154,Fortress Under Siege,4.5,468,HeroCraft Ltd.,111058944
457264709,Mars Miner,4,75,HeroCraft Ltd.,111058944
457622527,Hotel Dash: Suite Success,4.5,52,Animoca,19580186
457814774,Classic Checkers HD,4,28,Nevosoft LLC,88226683
457821568,Empire Online (Classic MMO) HD,3.5,54,John Rouda,35758080
457854506,CapsuleToy HD,3,277,EASY Inc.,55536640
457981017,Global Tube Adventure,5,7999,Tuna Bowl Software LLC,27783168
458645418,Tiny Heroes,4.5,210705,Cheese LLC,56521728
458867396,Castle Kingdom,4,67,Glu Games Inc,40972288
458892911,Rescue City,3,28,b-interaktive GmbH,57704448
459376086,Gangster Paradise,4,126,chung kin ko,159073280
459392013,Solitaire 3D,4.5,650,Game Fish,7434993
459407847,HOKM Pro (  ),3.5,432,dijipiji,12104704
459523211,Kings Corner,4.5,9,Simutronics Corp,20157212
459653215,Defen-G Astro - POP,3,7,Nebula Soft Inc.,84043776
459776737,Jisgaw +2k,4.5,18,Cleverson,24840467
460077581,Ghost Train,3,622,Code Fanatics,97667072
460340928,Jisgaw +0.5K,4.5,256,Nigel Speight,33427456
438932271,Siga,3.5,799,"Chimera Software, LLC",261958656
462201312,HIARCS Chess for iPad,4.5,2409,Robert Farnum,4866048
462240529,Spellcraft: Descent into Chaos,3.5,102,innodis,20522472
463358640,Pixelated - Pixel Color Puzzle,4,104,Luis Lopez,61885440
463399129,Rivers & Rails,4.5,106,GameWeaver,10183376
463401348,Chess Pro Free HD,4.5,104,Luis Lopez,18022400
463439015,Crime War,5,32964,"deligion Co., Ltd.",102466560
463644128,Fish Balls,4.5,18,Applied Computer Concepts Ltd.,39980032
463996372,Emross War - Deutsche,4,827,111 (LLC),9342976
464584047,Knane,3.5,12,TrikeSoft LLC,18852864
464658061,Hunt The Dragon HD  FULL FREE,4.5,310,Evolve Networks,7147159
464658535,FreeCell Classic :),3,17,"GameZen, Inc.",34373632
465325682,Klaverjassen Lite,4.5,885,Prodo Digital,11423911
465606654,World War Online,4.5,5160,iFree Studio Limited,7984436
465763374,Tens and Twos,4.5,28,Instant Interactive,58292224
466284081,Naval Warfare,3,33,Alessandro Benedettini,48185344
466307748,FMA Battle,4.5,147,"Solitaire, Mahjong and Sudoku Company",57191424
466399294,Othello - The Official Game,4.5,1156,"Headlight Software, Inc.",40464384
466415651,Mystical Gem HD,3,19,Robin Knip,94346240
466714359,Slide Soccer - Play online!,4,29,,49893376
466959928,Armament 2028,4.5,461,Bobby Rohweder,45874176
467004002,Building Owner,4,63,Untapped,43198464
467324020,Flick Sheep!,5,6,Funimation,24006048
467338170,Spice Bandits,4,471,LITE Games GmbH,349562880
468327549,Modern War,4.5,911,Crazy Carpenter,176703804
468502067,Dehla Pakad - Mindi Delude,4,1100,Ludei,97390592
468569981,Siegecraft,4,18,VTDev Informatics LLC,130832384
468600593,4Towers Onslaught: Lite,3.5,33,Joaquin Grech,11741148
468686957,Star Empire,3,38,Orca Inc.,17815618
468753407,School of Magic 3,4.5,11,UAB On5,111703040
469024613,HOKM (  ),4,44,Deca Games EOOD,140824576
469322232,Egg Frenzy,4.5,19146,Locomotion Software Solutions Private Limited,125702144
469541179,Tools For MTG,4.5,8046,Crescent Moon Games,355135488
469579401,Garden Dash,4.5,237,Lamb Damu Pte. Ltd.,16716197
469872924,Fortress Under Siege for iPad,4,886,DeadRatGames,27721728
469940742,Easy Checkers,4,7,FunPokes Inc.,11225088
470089645,3D TANK GO LITE,4,56,Locomotion Software Solutions Private Limited,132079616
470156573,RuneMasterPuzzle,4,121,Mark Busman,25536512
470423705,Trenches 2,4.5,65,Michael Dresser,9124864
470425181,Trenches II,4.5,31,Glu Games Inc,76681179
470886788,Mancala: Bantumi Lite,4,485,EASY Inc.,64633856
471186727,Grandmaster Archive,4.5,4273,ReCreative Labs,17233920
471245861,Blue Libra HD,4,246,Chinesegamer,54657973
471458190,Reiner Knizia Tigris&Euphrates,4,727,ATTOMEDIA Corp.,66065408
471665058,Aliens versus Humans,4.5,5275,"Catapult Consulting, LLC",257069056
472608323,Shogi Lv.100 Entry Edition,4,260,"Catapult Consulting, LLC",257069056
472642771,FILINKO,4,540,Paul Production,10822656
472686905,CHiNCHN TxL,3.5,97,Adrian3,41615360
472896868,Infect Them All : Vampires,4,674,Orator Games,24932352
473030484,Virtual Pet Dino and Farm.,4.5,262,Codito Development Inc.,83991552
473326170,Hidden Objects: Gardens of Time,4,923,Leisurerules Inc.,34492416
473502311,Parking Tycoon - Drag Racing,4,41,UNBALANCE Corporation,41083904
473532038,HexDefense,4,12,"EAVESDROPPING ON THE COSMOS, LLC",95074304
473550276,Spider Solitaire,4,12,ChelfasT,21838848
473788469,Chromian Wars,4.5,44,Magic Cube,57154560
473900674,Unstoppable Gorg,4,15,Sonettic,117780480
473935475,Blue Libra,4,78,PopReach Incorporated,68432896
474177077,Oh! Edo Towns,4,160,Anansi,54940095
474398606,Tap The Bomb,4,25,Gotow.net,17861281
474826688,Samurai vs Zombies Defense,3,21,Miralupa inc.,31452254
475044936,War of Kingdom,4.5,2299,Futuremark Oy,419472733
475047250,Crime City HD,4.5,44,Orator Games,24766464
475118309,Pirate Treasure by CleverMedia,4.5,34632,"Kairosoft Co.,Ltd",186659840
475142320,Rock Paper Scissors Unleashed,3.5,934,Parogames Limited,17792169
475218064,Rail Maze Pro HD,4,24,Ember Entertainment,57848832
475349771,ESQD Mobile,4.5,396,Glu Games Inc,277447052
475401686,Elder Sign: Omens for iPad,3.5,112,freeors.com,210481152
475404533,Elder Sign: Omens for iPhone,4,106,Deca Games EOOD,117014528
475526910,Modern Conflict 2,3,334,"CleverMedia, Inc.",23013376
475561257,Castle Age HD,4.5,16,"CrankCase, LLC",25778131
475591751,Chinese Chess Set,3.5,128,Spooky House Studios UG (haftungsbeschraenkt),17470299
475604824,POX: Save the People,4,199,Serco Inc.,8088576
475725703,Total Defense 3D HD,4.5,2274,Fantasy Flight Games,410948608
475728716,Battleloot Adventure,2,235,Fantasy Flight Games,411083776
475730254,Battleloot Adventure HD,4,18,Gaijin Entertainment,150199296
475866998,Flaming Igloo Lite,5,6,Gaea Mobile Ltd,125848576
476521017,EmrossWar HD,4,21,Dennis Chhay,14524416
476533159,My Kingdom for the Princess III HD Lite,3.5,48,tiltfactor,3919185
476546099,Kingdoms of Camelot: Battle,4,60,DaSuppa,96468992
476619050,Whot! Free,3,26,Digital Tales,123120640
476776595,Bees Gone Bonkers,3,83,Digital Tales,125531136
476959551,Magic Life Point,4,350,"Deeper Arts, Inc.",21793225
477039329,X Versus O,3.5,235,iFree Studio Limited,60305408
477076878,Crazy Caps,4.5,10408,Nevosoft LLC,167112704
477431973,Blue Libra Lite,4.5,348,Gaea Mobile Ltd,433077248
477515534,Vaccine Case,3,27,Mitee Games,17964734
477637460,Reversi Community,4.5,11,Byte-Pronto Games,26512384
477913190,Battle Group Lite,4,387,Jordan Montel,6375215
477962962,Kingdoms & Lords - Prepare for Strategy and Battle!,3.5,55,X2 Studios,8306688
477998296,Armament 2028 Lite,4.5,187,Zhou Rui,43856896
478016806,RAVENMARK: Scourge of Estellion,4,13,Orator Games,25430016
478523928,Rebuild,4.5,423,Wataru Nakano,23060480
478595120,Carcassonne Helper,3.5,9,"Dreamonline,inc.",21966848
478631481,Blocks Hurt!,4.5,12,Bane Games,120598528
479420052,Conceptis Fill-a-Pix,4.5,35212,Gameloft,48459776
479454041,Chicken Revolution,4,913,VTDev Informatics LLC,106262528
479500274,Island Tribe 2.,4,34,Witching Hour Studios,1025170432
479537318,Bees & Flowers Extreme,3.5,18,Northway Games Corp.,67604480
479720743,Mah Jongg Tiles Solitaire,4.5,207,Jonny Johansson,9850880
479857475,Stone Solitaire Lite,4.5,105,Luca Giusti,60488704
479942634,Tank Wars Free,4,232,Conceptis Ltd.,13764608
480189064,Legendary Heroes offline MOBA,4,1738,BLUE GNC,15937389
470425181,Trenches II,4.5,0,Glu Games Inc,76681179
480887001,American Trainworks,3,12,Dilemma Apps,4727085
480941540,Venture Towns,3.5,38,"CleverMedia, Inc.",36819968
480983124,Chessimo HD,2.5,10,CDN Software Solutions Pvt. Ltd.,29718914
481059077,Farmkill,4,110,CODNES,19228869
481595322,ZombieBurbz,3.5,13,Monstro Games,284271616
481776733,Lost Pets Free,4.5,14698,Sincereal,185323520
481892477,Yatzy Free,4,981,Atom Media,48771072
481934327,Mars Miner HD,3,16,"Kairosoft Co.,Ltd",238840832
481962715,To The Rescue HD 2,4.5,749,8 x 8 Media AG,24915968
